atlas_row_index,nct_id,source_url,api_url,brief_title,tissue_type,line_of_therapy,biomarker,arm_group_id,ctgov_result_group_ids,ctgov_result_group_titles,arm_title,arm_description,interventions,regimen,therapy_class,is_combination,orr_pct,orr_n,orr_denom,orr_endpoint_title,orr_time_frame,model_orr_pct,model_orr_pct_source,model_orr_pct_pmid,pubmed_orr_pct,pubmed_orr_pct_pmid,used_by_n_target_rows,used_as_support_cells,target_surface_pair_ids,ctgov_audit_status,ctgov_verified_orr_pct,ctgov_value_delta,ctgov_outcome_title,ctgov_outcome_type,ctgov_outcome_time_frame,ctgov_param_type,ctgov_unit_of_measure,ctgov_class_title,ctgov_category_title,ctgov_group_id,ctgov_group_title,ctgov_measurement_value,ctgov_measurement_denominator,ctgov_measurement_pct,ctgov_lower_limit,ctgov_upper_limit,ctgov_citation,ctgov_api_citation,ctgov_retrieved_date,ctgov_audit_note
9914,NCT03200717,https://clinicaltrials.gov/study/NCT03200717,https://clinicaltrials.gov/api/v2/studies/NCT03200717,"Study of Efficacy, Safety, and Quality of Life of Pazopanib in Patients With Advanced and/or Metastatic Renal Cell Carcinoma After Prior Checkpoint Inhibitor Treatment",renal,neoadjuvant,no,OG001,OG001,Pazopanib- 3rd Line,Pazopanib- 3rd Line,Participants received pazopanib as 3rd line treatment,Pazopanib,Pazopanib- 3rd Line | Participants received pazopanib as 3rd line treatment | Pazopanib,targeted_therapy,False,0,0,15,Overall Response Rate (ORR) Based on Local Investigator Assessment According to RECIST v1.1,Up to approximately 38 months,0,ctgov,,,,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Overall Response Rate (ORR) Based on Local Investigator Assessment According to RECIST v1.1,SECONDARY,Up to approximately 38 months,NUMBER,Percentage of participants,,,OG001,Pazopanib- 3rd Line,0,15.0,0.0,0.0,21.8,https://clinicaltrials.gov/study/NCT03200717,https://clinicaltrials.gov/api/v2/studies/NCT03200717,2026-06-03,
9915,NCT03200717,https://clinicaltrials.gov/study/NCT03200717,https://clinicaltrials.gov/api/v2/studies/NCT03200717,"Study of Efficacy, Safety, and Quality of Life of Pazopanib in Patients With Advanced and/or Metastatic Renal Cell Carcinoma After Prior Checkpoint Inhibitor Treatment",renal,neoadjuvant,no,OG002,OG002,All Participants,All Participants,All participants who received pazopanib as 2nd or 3rd line treatment,Pazopanib,All Participants | All participants who received pazopanib as 2nd or 3rd line treatment | Pazopanib,targeted_therapy,False,17.7,17.7,62,Overall Response Rate (ORR) Based on Local Investigator Assessment According to RECIST v1.1,Up to approximately 38 months,17.7,ctgov,,,,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,17.7,0.0,Overall Response Rate (ORR) Based on Local Investigator Assessment According to RECIST v1.1,SECONDARY,Up to approximately 38 months,NUMBER,Percentage of participants,,,OG002,All Participants,17.7,62.0,17.7,9.2,29.5,https://clinicaltrials.gov/study/NCT03200717,https://clinicaltrials.gov/api/v2/studies/NCT03200717,2026-06-03,
10056,NCT01524692,https://clinicaltrials.gov/study/NCT01524692,https://clinicaltrials.gov/api/v2/studies/NCT01524692,Study of Dovitinib (TKI258) in Adenoid Cystic Carcinoma,adenoid_cystic,adjuvant,no,OG000__p000,OG000,Single ARM Dovitinib Treatment,Single ARM Dovitinib treatment,Single ARM Dovitinib treatment,Dovitinib (TKI258),Single ARM Dovitinib treatment | Dovitinib (TKI258),targeted_therapy,False,5.88235,2,34,Determine the Objective Tumor Response Rate Following Treatment With TKI258,From enrollment up to 36months,5.88235,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,5.88235294117647,2.9411764703723975e-06,Determine the Objective Tumor Response Rate Following Treatment With TKI258,PRIMARY,From enrollment up to 36months,COUNT_OF_PARTICIPANTS,Participants,,Partial Response,OG000,Single ARM Dovitinib Treatment,2,34.0,5.88235294117647,,,https://clinicaltrials.gov/study/NCT01524692,https://clinicaltrials.gov/api/v2/studies/NCT01524692,2026-06-03,
10137,NCT00382733,https://clinicaltrials.gov/study/NCT00382733,https://clinicaltrials.gov/api/v2/studies/NCT00382733,Oral Topotecan to Treat Recurrent or Persistent Solid Tumors,multiple_solid_tumors,2L+,no,OG000__oral_topotecan_0_25_mg_daily_fb837457,OG000,Oral Topotecan 0.25 mg Daily,Oral Topotecan 0.25 mg Daily,All subjects in this group were assigned to receive metronomic oral topotecan 0.25 mg daily (Dose Level 1).,Oral Topotecan,Oral Topotecan 0.25 mg Daily | All subjects in this group were assigned to receive metronomic oral topotecan 0.25 mg daily (Dose Level 1). | Oral Topotecan,chemotherapy,False,0,0,3,Best Overall Response,"Best overall response was assessed after every 8 weeks of treatment and at the end of treatment or time of disease progression, up to 1 year.",0,ctgov,,,,28,fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,ctgov_verified_match,0.0,0.0,Best Overall Response,SECONDARY,"Best overall response was assessed after every 8 weeks of treatment and at the end of treatment or time of disease progression, up to 1 year.",NUMBER,participants,Complete Response,,OG000,Oral Topotecan 0.25 mg Daily,0,3.0,0.0,,,https://clinicaltrials.gov/study/NCT00382733,https://clinicaltrials.gov/api/v2/studies/NCT00382733,2026-06-03,
10138,NCT00382733,https://clinicaltrials.gov/study/NCT00382733,https://clinicaltrials.gov/api/v2/studies/NCT00382733,Oral Topotecan to Treat Recurrent or Persistent Solid Tumors,multiple_solid_tumors,2L+,no,OG001,OG001,Oral Topotecan 0.50 mg Daily,Oral Topotecan 0.50 mg Daily,All subjects in this group were assigned to receive metronomic oral topotecan 0.50 mg daily (Dose Level 2).,Oral Topotecan,Oral Topotecan 0.50 mg Daily | All subjects in this group were assigned to receive metronomic oral topotecan 0.50 mg daily (Dose Level 2). | Oral Topotecan,chemotherapy,False,0,0,4,Best Overall Response,"Best overall response was assessed after every 8 weeks of treatment and at the end of treatment or time of disease progression, up to 1 year.",0,ctgov,,,,28,fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,ctgov_verified_match,0.0,0.0,Best Overall Response,SECONDARY,"Best overall response was assessed after every 8 weeks of treatment and at the end of treatment or time of disease progression, up to 1 year.",NUMBER,participants,Complete Response,,OG001,Oral Topotecan 0.50 mg Daily,0,4.0,0.0,,,https://clinicaltrials.gov/study/NCT00382733,https://clinicaltrials.gov/api/v2/studies/NCT00382733,2026-06-03,
10139,NCT00382733,https://clinicaltrials.gov/study/NCT00382733,https://clinicaltrials.gov/api/v2/studies/NCT00382733,Oral Topotecan to Treat Recurrent or Persistent Solid Tumors,multiple_solid_tumors,2L+,no,OG002,OG002,Oral Topotecan 0.75 mg Daily,Oral Topotecan 0.75 mg Daily,All subjects in this group were assigned to receive metronomic oral topotecan 0.75 mg daily (Dose Level 3).,Oral Topotecan,Oral Topotecan 0.75 mg Daily | All subjects in this group were assigned to receive metronomic oral topotecan 0.75 mg daily (Dose Level 3). | Oral Topotecan,chemotherapy,False,0,0,3,Best Overall Response,"Best overall response was assessed after every 8 weeks of treatment and at the end of treatment or time of disease progression, up to 1 year.",0,ctgov,,,,28,fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,ctgov_verified_match,0.0,0.0,Best Overall Response,SECONDARY,"Best overall response was assessed after every 8 weeks of treatment and at the end of treatment or time of disease progression, up to 1 year.",NUMBER,participants,Complete Response,,OG002,Oral Topotecan 0.75 mg Daily,0,3.0,0.0,,,https://clinicaltrials.gov/study/NCT00382733,https://clinicaltrials.gov/api/v2/studies/NCT00382733,2026-06-03,
10140,NCT00382733,https://clinicaltrials.gov/study/NCT00382733,https://clinicaltrials.gov/api/v2/studies/NCT00382733,Oral Topotecan to Treat Recurrent or Persistent Solid Tumors,multiple_solid_tumors,2L+,no,OG003,OG003,Oral Topotecan 1.0 mg Daily,Oral Topotecan 1.0 mg Daily,All subjects in this group were assigned to receive metronomic oral topotecan 1.0 mg daily (Dose Level 4).,Oral Topotecan,Oral Topotecan 1.0 mg Daily | All subjects in this group were assigned to receive metronomic oral topotecan 1.0 mg daily (Dose Level 4). | Oral Topotecan,chemotherapy,False,7.14286,1,14,Best Overall Response,"Best overall response was assessed after every 8 weeks of treatment and at the end of treatment or time of disease progression, up to 1 year.",7.14286,ctgov,,,,28,fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,ctgov_verified_match,7.142857142857142,-2.85714285741534e-06,Best Overall Response,SECONDARY,"Best overall response was assessed after every 8 weeks of treatment and at the end of treatment or time of disease progression, up to 1 year.",NUMBER,participants,Partial Response,,OG003,Oral Topotecan 1.0 mg Daily,1,14.0,7.142857142857142,,,https://clinicaltrials.gov/study/NCT00382733,https://clinicaltrials.gov/api/v2/studies/NCT00382733,2026-06-03,
10141,NCT00382733,https://clinicaltrials.gov/study/NCT00382733,https://clinicaltrials.gov/api/v2/studies/NCT00382733,Oral Topotecan to Treat Recurrent or Persistent Solid Tumors,multiple_solid_tumors,2L+,no,OG004,OG004,Oral Topotecan 1.25 mg Daily,Oral Topotecan 1.25 mg Daily,All subjects in this group were assigned to receive metronomic oral topotecan 1.25 mg daily (Dose Level 5).,Oral Topotecan,Oral Topotecan 1.25 mg Daily | All subjects in this group were assigned to receive metronomic oral topotecan 1.25 mg daily (Dose Level 5). | Oral Topotecan,chemotherapy,False,0,0,2,Best Overall Response,"Best overall response was assessed after every 8 weeks of treatment and at the end of treatment or time of disease progression, up to 1 year.",0,ctgov,,,,28,fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,ctgov_verified_match,0.0,0.0,Best Overall Response,SECONDARY,"Best overall response was assessed after every 8 weeks of treatment and at the end of treatment or time of disease progression, up to 1 year.",NUMBER,participants,Complete Response,,OG004,Oral Topotecan 1.25 mg Daily,0,2.0,0.0,,,https://clinicaltrials.gov/study/NCT00382733,https://clinicaltrials.gov/api/v2/studies/NCT00382733,2026-06-03,
10228,NCT04698915,https://clinicaltrials.gov/study/NCT04698915,https://clinicaltrials.gov/api/v2/studies/NCT04698915,Phase 2b Study of GC4711 in Combination With SBRT for Nonmetastatic Pancreatic Cancer,pancreatic,1L,no,OG000,OG000,Arm A Active GC4711,Arm A Active GC4711,Drug GC4711: 15 Minute IV Infusion,Drug GC4711,Arm A Active GC4711 | Drug GC4711: 15 Minute IV Infusion | Drug GC4711,targeted_therapy,False,,,,,,88,pubmed,38039992,88,38039992,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_no_matching_orr_measurement,,,,,,,,,,,,,,,,,https://clinicaltrials.gov/study/NCT04698915,https://clinicaltrials.gov/api/v2/studies/NCT04698915,2026-06-03,Atlas model ORR source is pubmed; no matching CTGov ORR measurement was found by group/title.
10633,NCT01271504,https://clinicaltrials.gov/study/NCT01271504,https://clinicaltrials.gov/api/v2/studies/NCT01271504,E7050 in Combination With Sorafenib Versus Sorafenib Alone as First Line Therapy in Participants With Hepatocellular Carcinoma,liver_hcc,1L,no,OG001__phase_2_sorafenib_400_mg_fde30fd2,OG001,Phase 2: Sorafenib 400 mg,Phase 2: Sorafenib 400 mg,"Participants received sorafenib 400 mg, tablet, orally, twice daily in 28-days treatment cycles until the occurrence of PD, unacceptable toxicity, withdrawal of consent, withdrawal by the Investigator, lost to follow-up, or death, whichever occurred first (Up to 705 Days).",Sorafenib,"Phase 2: Sorafenib 400 mg | Participants received sorafenib 400 mg, tablet, orally, twice daily in 28-days treatment cycles until the occurrence of PD, unacceptable toxicity, withdrawal of consent, withdrawal by the Investigator, lost to follow-up, or death, whichever occurred first (Up to 705 Days). | Sorafenib",targeted_therapy;supportive_care_or_symptom_control,False,4.8,4.8,42,Phase 2: Percentage of Participants With Overall Response,From the date of randomization until disease progression or death (Up to approximately 3 years 11 months),4.8,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,4.8,0.0,Phase 2: Percentage of Participants With Overall Response,SECONDARY,From the date of randomization until disease progression or death (Up to approximately 3 years 11 months),NUMBER,percentage of participant,,,OG001,Phase 2: Sorafenib 400 mg,4.8,42.0,4.8,-1.7,11.2,https://clinicaltrials.gov/study/NCT01271504,https://clinicaltrials.gov/api/v2/studies/NCT01271504,2026-06-03,
10652,NCT00833417,https://clinicaltrials.gov/study/NCT00833417,https://clinicaltrials.gov/api/v2/studies/NCT00833417,"A Study Evaluating the Efficacy and Safety of Vismodegib (GDC-0449, Hedgehog Pathway Inhibitor) in Patients With Advanced Basal Cell Carcinoma",skin_nonmelanoma,2L+,no,OG000__metastatic_basal_cell_carcinoma_e228b141,OG000,Metastatic Basal-Cell Carcinoma,Metastatic Basal-Cell Carcinoma,"Patients received vismodegib 150 mg orally once daily until disease progression; intolerable toxicity, most probably attributable to vismodegib; or withdrawal from the study.",Vismodegib 150 mg,"Metastatic Basal-Cell Carcinoma | Patients received vismodegib 150 mg orally once daily until disease progression; intolerable toxicity, most probably attributable to vismodegib; or withdrawal from the study. | Vismodegib 150 mg",targeted_therapy,False,30.3,30.3,33,Objective Response (OR) Determined by the Independent Review Facility,"At Baseline and once every 8 weeks thereafter (responses confirmed within ≥4 weeks) until the end of study (up to the clinical cutoff date of 26 November 2010, up to 90 weeks)",30.3,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,30.3,0.0,Objective Response (OR) Determined by the Independent Review Facility,PRIMARY,"At Baseline and once every 8 weeks thereafter (responses confirmed within ≥4 weeks) until the end of study (up to the clinical cutoff date of 26 November 2010, up to 90 weeks)",NUMBER,Percentage of participants,,,OG000,Metastatic Basal-Cell Carcinoma,30.3,33.0,30.3,15.6,48.2,https://clinicaltrials.gov/study/NCT00833417,https://clinicaltrials.gov/api/v2/studies/NCT00833417,2026-06-03,
10653,NCT00833417,https://clinicaltrials.gov/study/NCT00833417,https://clinicaltrials.gov/api/v2/studies/NCT00833417,"A Study Evaluating the Efficacy and Safety of Vismodegib (GDC-0449, Hedgehog Pathway Inhibitor) in Patients With Advanced Basal Cell Carcinoma",skin_nonmelanoma,2L+,no,OG001,OG001;OG000,Locally Advanced Basal-Cell Carcinoma,Locally Advanced Basal-Cell Carcinoma,"Patients received vismodegib 150 mg orally once daily until disease progression; intolerable toxicity, most probably attributable to vismodegib; or withdrawal from the study.",Vismodegib 150 mg,"Locally Advanced Basal-Cell Carcinoma | Patients received vismodegib 150 mg orally once daily until disease progression; intolerable toxicity, most probably attributable to vismodegib; or withdrawal from the study. | Vismodegib 150 mg",targeted_therapy,False,42.9,42.9,63,Objective Response (OR) Determined by the Independent Review Facility,"At Baseline and once every 8 weeks thereafter (responses confirmed within ≥4 weeks) until the end of study (up to the clinical cutoff date of 26 November 2010, up to 90 weeks)",42.9,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,42.9,0.0,Objective Response (OR) Determined by the Independent Review Facility,PRIMARY,"At Baseline and once every 8 weeks thereafter (responses confirmed within ≥4 weeks) until the end of study (up to the clinical cutoff date of 26 November 2010, up to 90 weeks)",NUMBER,Percentage of participants,,,OG001,Locally Advanced Basal-Cell Carcinoma,42.9,63.0,42.9,30.5,56.0,https://clinicaltrials.gov/study/NCT00833417,https://clinicaltrials.gov/api/v2/studies/NCT00833417,2026-06-03,
10743,NCT01845805,https://clinicaltrials.gov/study/NCT01845805,https://clinicaltrials.gov/api/v2/studies/NCT01845805,Trial to Improve Outcomes in Patients With Resected Pancreatic Cancer (Azacitidine),pancreatic,adjuvant,no,OG001,OG001,Arm B: Observation,Arm B: observation,"Observation until disease recurrence. Upon disease recurrence, subjects will start on a first-line chemotherapy.",Observation,"Arm B: observation | Observation until disease recurrence. Upon disease recurrence, subjects will start on a first-line chemotherapy. | Observation",chemotherapy;supportive_care_or_symptom_control,False,0,0,13,Response Rate as Assessed by Number of Participants With Partial or Complete Response,11 months,0,ctgov,,,,29,disease_therapy;fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,ctgov_verified_match,0.0,0.0,Response Rate as Assessed by Number of Participants With Partial or Complete Response,SECONDARY,11 months,COUNT_OF_PARTICIPANTS,Participants,,,OG001,Arm B: Observation,0,13.0,0.0,,,https://clinicaltrials.gov/study/NCT01845805,https://clinicaltrials.gov/api/v2/studies/NCT01845805,2026-06-03,
10770,NCT01207492,https://clinicaltrials.gov/study/NCT01207492,https://clinicaltrials.gov/api/v2/studies/NCT01207492,Nilotinib in Patients With Relapsed or Metastatic Pigmented Villonodular Synovitis/Tenosynovial Giant Cell Tumor/Diffuse-Type Giant Cell Tumor,sarcoma_gist_bone,2L+,no,OG000,OG000,Nilotinib,Nilotinib,"Nilotinib 200 mg taken as 400 mg twice daily, continuously",nilotinib,"Nilotinib | Nilotinib 200 mg taken as 400 mg twice daily, continuously | nilotinib",targeted_therapy,False,0,0,17,Overall Tumor Response Rate (OR),2 years,0,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Overall Tumor Response Rate (OR),SECONDARY,2 years,NUMBER,percentage of participants,,,OG000,Nilotinib,0,17.0,0.0,0,20,https://clinicaltrials.gov/study/NCT01207492,https://clinicaltrials.gov/api/v2/studies/NCT01207492,2026-06-03,
10802,NCT00281632,https://clinicaltrials.gov/study/NCT00281632,https://clinicaltrials.gov/api/v2/studies/NCT00281632,"A Phase II, Open-Label Study Evaluating the Effect Of GW786034 In Subjects With Ovarian Cancer",ovarian_fallopian_peritoneal,2L+,no,OG000__pazopanib_800_mg_0ac40f8b,OG000,Pazopanib 800 mg,Pazopanib 800 mg,800 milligrams (mg) pazopanib administered orally once daily,GW786034,Pazopanib 800 mg | 800 milligrams (mg) pazopanib administered orally once daily | GW786034,targeted_therapy,False,0,0,17,Overall Tumor Response,Baseline to response (up to 3 years),0,ctgov,,,,34,disease_therapy;fallback_disease_baseline;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::mifepristone;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Overall Tumor Response,SECONDARY,Baseline to response (up to 3 years),NUMBER,participants,Complete Response,,OG000,Pazopanib 800 mg,0,17.0,0.0,,,https://clinicaltrials.gov/study/NCT00281632,https://clinicaltrials.gov/api/v2/studies/NCT00281632,2026-06-03,
