cohort_key,drug_key,drug,cohort,patient_count,label,label_bin,best_available_primary_orr,strict_primary_orr,full_marker_score_coverage_weighted_mean,full_marker_score_mean_tanh_mean,full_marker_score_strict_coverage_mean,full_marker_baseline_score_mean,full_marker_delta_score_mean,full_marker_gene_ordinal_score_mean,full_marker_term_coverage_mean,full_marker_baseline_coverage_mean,full_marker_delta_coverage_mean,shuffle_iter
ovarian,binimetinib,Binimetinib,ovarian,6,failure,0.0,16.0,,0.013994635646862395,0.013994635646862395,0.013994635646862395,0.01884759512842803,0.009141676165296755,1.5416666666666667,1.0,1.0,1.0,2
ovarian,bortezomib,Bortezomib,ovarian,6,failure,0.0,3.8461538461538463,3.8461538461538463,-0.057512420831525184,-0.057512420831525184,-0.057512420831525184,-0.03492851960219881,-0.08009632206085154,1.375,1.0,1.0,1.0,2
ovarian,docetaxel,Docetaxel,,6,,,34.78260869565217,34.78260869565217,-0.06375100745004243,-0.06375100745004243,-0.06375100745004243,-0.01580358744438783,-0.11169842745569702,1.3333333333333333,1.0,1.0,1.0,2
ovarian,gemcitabine,Gemcitabine,ovarian,6,success,1.0,11.11111111111111,11.11111111111111,0.008285783095130355,0.008285783095130355,0.008285783095130355,0.028917242386182724,-0.012345676195922023,1.5833333333333333,1.0,1.0,1.0,2
ovarian,olaparib,olaparib,ovarian,6,success,1.0,69.3,,0.046949706618596126,0.046949706618596126,0.046949706618596126,0.00517114352767008,0.08872826970952215,1.875,1.0,1.0,1.0,2
ovarian,paclitaxel,Paclitaxel,,6,,,30.0,30.0,0.04795759534534258,0.04795759534534258,0.04795759534534258,0.030228574903196078,0.06568661578748908,1.7916666666666667,1.0,1.0,1.0,2
ovarian,pemetrexed,Pemetrexed,ovarian,6,success,1.0,20.833333333333332,20.833333333333332,0.04350124989883929,0.04350124989883929,0.04350124989883929,0.024336359834959378,0.06266613996271919,1.7083333333333333,1.0,1.0,1.0,2
ovarian,rucaparib,Rucaparib (phosphate),ovarian,6,success,1.0,59.3,,-0.056386144686794704,-0.056386144686794704,-0.056386144686794704,-0.016945481397961162,-0.09582680797562822,1.4166666666666667,1.0,1.0,1.0,2
ovarian,temsirolimus,Temsirolimus,ovarian,6,failure,0.0,9.25925925925926,9.25925925925926,0.04826178611978584,0.04826178611978584,0.04826178611978584,0.033622107366545154,0.06081008219399211,1.8333333333333333,1.0,1.0,1.0,2
ovarian,topotecan,Topotecan (hydrochloride),,6,,,26.666666666666668,26.666666666666668,0.0030148916330455,0.0030148916330455,0.0030148916330455,0.020485653465627977,-0.014455870199536982,1.5416666666666667,1.0,1.0,1.0,2
ovarian,trametinib,Trametinib,ovarian,6,success,1.0,25.999999999999996,,-0.019940483400975442,-0.019940483400975442,-0.019940483400975442,0.002442943290061369,-0.042323910092012244,1.4166666666666667,1.0,1.0,1.0,2
breast,bortezomib,Bortezomib,breast,13,failure,0.0,0.0,0.0,-0.05209794335741226,-0.05209794335741226,-0.05209794335741226,-0.03481981998198159,-0.06937606673284291,1.4038461538461537,1.0,1.0,1.0,3
breast,docetaxel,Docetaxel,breast,13,success,1.0,47.8,47.8,0.011768033594309554,0.011768033594309554,0.011768033594309554,0.04127299332395965,-0.01773692613534055,1.5769230769230769,1.0,1.0,1.0,3
breast,doxorubicin,Doxorubicin (hydrochloride),breast,13,success,1.0,33.3,33.3,0.10474703833731686,0.10474703833731686,0.10474703833731686,0.05590922988557346,0.1535848467890602,1.9615384615384615,1.0,1.0,1.0,3
breast,erlotinib,Erlotinib,breast,13,failure,0.0,2.9999999999999996,2.9999999999999996,0.024336099757041704,0.024336099757041704,0.024336099757041704,0.007617665490169104,0.0410545340239143,1.5769230769230769,1.0,1.0,1.0,3
breast,gefitinib,Gefitinib,breast,13,failure,0.0,1.7,1.7,-0.011627493471763449,-0.011627493471763449,-0.011627493471763449,-0.0057532260814643615,-0.01750176086206253,1.4615384615384615,1.0,1.0,1.0,3
breast,gemcitabine,Gemcitabine,breast,13,success,1.0,20.2314606741573,20.2314606741573,-0.0003768879213522118,-0.0003768879213522118,-0.0003768879213522118,0.018723383927711428,-0.01947715977041585,1.5384615384615385,1.0,1.0,1.0,3
breast,paclitaxel,Paclitaxel,breast,13,success,1.0,25.0,25.0,0.025182284806316048,0.025182284806316048,0.025182284806316048,0.09082591008596991,-0.04046134047333781,1.6538461538461537,1.0,1.0,1.0,3
breast,sunitinib,Sunitinib,breast,13,failure,0.0,10.59190031152648,10.59190031152648,0.06437793524255496,0.06437793524255496,0.06437793524255496,0.03137558056227518,0.09738028992283473,1.7884615384615385,1.0,1.0,1.0,3
breast,temsirolimus,Temsirolimus,breast,13,failure,0.0,0.0,,0.16824044611657862,0.16824044611657862,0.16824044611657862,0.15368665983256888,0.18071512007430124,2.1923076923076925,1.0,1.0,1.0,3
crc,5_fluorouracil,5-Fluorouracil,crc,20,success,1.0,17.3,17.3,-0.04537499230873296,-0.04537499230873296,-0.04537499230873296,-0.019379788394856205,-0.07137019622260969,1.4125,1.0,1.0,1.0,3
crc,bortezomib,Bortezomib,crc,20,failure,0.0,0.0,0.0,0.014600074174922878,0.014600074174922878,0.014600074174922878,0.017563880530494423,0.011636267819351332,1.55,1.0,1.0,1.0,3
crc,cabozantinib,Cabozantinib (S-malate),,20,,,2.5,2.5,0.03613251788489563,0.03613251788489563,0.03613251788489563,0.06394878779314456,0.008316247976646684,1.6375,1.0,1.0,1.0,3
crc,gefitinib,Gefitinib,crc,20,failure,0.0,1.0000000000000002,1.0000000000000002,0.0838861399602084,0.0838861399602084,0.0838861399602084,0.0375372944618376,0.13023498545857914,1.875,1.0,1.0,1.0,3
crc,irinotecan,Irinotecan,crc,20,success,1.0,7.0,7.0,0.011887625527044893,0.011887625527044893,0.011887625527044893,0.02911051804819261,-0.005335266994102831,1.5375,1.0,1.0,1.0,3
crc,oxaliplatin,Oxaliplatin,crc,20,failure,0.0,10.5,10.5,0.00910749995167918,0.00910749995167918,0.00910749995167918,-0.004158475862106205,0.022373475765464564,1.525,1.0,1.0,1.0,3
crc,pemetrexed,Pemetrexed,crc,20,failure,0.0,0.0,0.0,-0.020473876785547303,-0.020473876785547303,-0.020473876785547303,0.02353165051197587,-0.06447940408307046,1.475,1.0,1.0,1.0,3
crc,raltitrexed,Raltitrexed,,20,,,11.11111111111111,11.11111111111111,-0.04617833430391007,-0.04617833430391007,-0.04617833430391007,0.054331547795997116,-0.14668821640381727,1.4375,1.0,1.0,1.0,3
crc,regorafenib,Regorafenib,crc,20,success,1.0,1.0,1.0,-0.03278085760167963,-0.03278085760167963,-0.03278085760167963,0.005739886314092115,-0.07130160151745138,1.5375,1.0,1.0,1.0,3
crc,sunitinib,Sunitinib,crc,20,failure,0.0,1.1904761904761905,1.1904761904761905,-0.0417458071687866,-0.0417458071687866,-0.0417458071687866,0.010707668426120675,-0.09419928276369385,1.4,1.0,1.0,1.0,3
nsclc,docetaxel,Docetaxel,nsclc,15,success,1.0,13.314942528735632,13.314942528735632,-0.007823179431348075,-0.007823179431348075,-0.007823179431348075,0.023636669885060746,-0.039283028747756896,1.5,1.0,1.0,1.0,3
nsclc,epirubicin,Epirubicin,nsclc,15,failure,0.0,36.0,36.0,-0.005161825505916102,-0.005161825505916102,-0.005161825505916102,0.012607299989423492,-0.022930951001255688,1.55,1.0,1.0,1.0,3
nsclc,erlotinib,Erlotinib,nsclc,15,success,1.0,11.009314975583289,11.009314975583289,0.048191181106777704,0.048191181106777704,0.048191181106777704,-0.005867008777257801,0.10224937099081319,1.7333333333333334,1.0,1.0,1.0,3
nsclc,gefitinib,Gefitinib,nsclc,15,success,1.0,39.233817701453106,39.233817701453106,0.09392882927305886,0.09392882927305886,0.09392882927305886,0.006502163656886364,0.1813554948892313,1.8666666666666667,1.0,1.0,1.0,3
nsclc,gemcitabine,Gemcitabine,nsclc,15,success,1.0,0.0,0.0,-0.0595532555181966,-0.0595532555181966,-0.0595532555181966,-0.005441879843575409,-0.11366463119281778,1.3333333333333333,1.0,1.0,1.0,3
nsclc,idarubicin,Idarubicin,nsclc,15,failure,0.0,0.0,0.0,-0.02817661714059562,-0.02817661714059562,-0.02817661714059562,0.021311239824756786,-0.07766447410594803,1.4666666666666666,1.0,1.0,1.0,3
nsclc,irinotecan,Irinotecan,nsclc,15,success,1.0,21.428571428571427,21.428571428571427,-0.027740590010217205,-0.027740590010217205,-0.027740590010217205,0.018003638820426614,-0.07348481884086101,1.4333333333333333,1.0,1.0,1.0,3
nsclc,lapatinib,Lapatinib,nsclc,15,failure,0.0,1.3,1.3,0.13578154201002504,0.13578154201002504,0.13578154201002504,0.03867362446225221,0.2328894595577978,2.033333333333333,1.0,1.0,1.0,3
nsclc,mitoxantrone,Mitoxantrone,nsclc,15,failure,0.0,0.0,0.0,0.02917235422038551,0.02917235422038551,0.02917235422038551,0.030388471115023043,0.027435044370903314,1.6666666666666667,1.0,1.0,1.0,3
nsclc,paclitaxel,Paclitaxel,nsclc,15,success,1.0,34.2,34.2,0.03489093544134271,0.03489093544134271,0.03489093544134271,0.016023451728182363,0.05375841915450306,1.6666666666666667,1.0,1.0,1.0,3
nsclc,pemetrexed,Pemetrexed,nsclc,15,success,1.0,10.256410256410255,10.256410256410255,0.009140647252540763,0.009140647252540763,0.009140647252540763,-0.01043563744595393,0.028716931951035456,1.6166666666666667,1.0,1.0,1.0,3
nsclc,topotecan,Topotecan,nsclc,15,failure,0.0,5.0,5.0,-0.014804825407013162,-0.014804825407013162,-0.014804825407013162,-0.004278254335302961,-0.02533139647872336,1.4833333333333334,1.0,1.0,1.0,3
nsclc,vandetanib,Vandetanib,nsclc,15,failure,0.0,9.054726368159203,9.054726368159203,0.058365815750199196,0.058365815750199196,0.058365815750199196,0.07194235808051624,0.044789273419882154,1.8,1.0,1.0,1.0,3
nsclc,volasertib,Volasertib,nsclc,15,failure,0.0,8.1,8.1,0.0026652601288412025,0.0026652601288412025,0.0026652601288412025,0.0636917935112493,-0.0583612732535669,1.5833333333333333,1.0,1.0,1.0,3
ovarian,altretamine,Altretamine,,6,,,45.6140350877193,45.6140350877193,0.01414126955364046,0.01414126955364046,0.01414126955364046,-0.026875434044856122,0.07273656040863558,1.6666666666666667,1.0,1.0,1.0,3
ovarian,binimetinib,Binimetinib,ovarian,6,failure,0.0,16.0,,0.006538842614737095,0.006538842614737095,0.006538842614737095,0.01372450389003428,-0.0006468186605600874,1.625,1.0,1.0,1.0,3
ovarian,bortezomib,Bortezomib,ovarian,6,failure,0.0,3.8461538461538463,3.8461538461538463,-0.001094016464418884,-0.001094016464418884,-0.001094016464418884,-0.022457674614982437,0.020269641686144667,1.5416666666666667,1.0,1.0,1.0,3
ovarian,docetaxel,Docetaxel,,6,,,34.78260869565217,34.78260869565217,0.027718401352978667,0.027718401352978667,0.027718401352978667,0.050346735593047844,0.005090067112909494,1.7083333333333333,1.0,1.0,1.0,3
ovarian,gemcitabine,Gemcitabine,ovarian,6,success,1.0,11.11111111111111,11.11111111111111,-0.04161444118121164,-0.04161444118121164,-0.04161444118121164,-0.0320238111774777,-0.05120507118494557,1.4166666666666667,1.0,1.0,1.0,3
ovarian,olaparib,olaparib,ovarian,6,success,1.0,69.3,,0.04342756529270733,0.04342756529270733,0.04342756529270733,-0.02879820889929503,0.11565333948470968,1.6666666666666667,1.0,1.0,1.0,3
ovarian,paclitaxel,Paclitaxel,,6,,,30.0,30.0,0.01701552151884521,0.01701552151884521,0.01701552151884521,0.06805178515103137,-0.03402074211334095,1.5833333333333333,1.0,1.0,1.0,3
ovarian,pemetrexed,Pemetrexed,ovarian,6,success,1.0,20.833333333333332,20.833333333333332,-0.0030333793399529713,-0.0030333793399529713,-0.0030333793399529713,0.03546143849167927,-0.04152819717158521,1.5416666666666667,1.0,1.0,1.0,3
ovarian,rucaparib,Rucaparib (phosphate),ovarian,6,success,1.0,59.3,,-0.025027454937240137,-0.025027454937240137,-0.025027454937240137,0.004151596471598592,-0.054206506346078855,1.5,1.0,1.0,1.0,3
ovarian,temsirolimus,Temsirolimus,ovarian,6,failure,0.0,9.25925925925926,9.25925925925926,-0.08760177413986375,-0.08760177413986375,-0.08760177413986375,0.054913076277778694,-0.20975736021212874,1.4583333333333333,1.0,1.0,1.0,3
ovarian,topotecan,Topotecan (hydrochloride),,6,,,26.666666666666668,26.666666666666668,-0.07890342593464961,-0.07890342593464961,-0.07890342593464961,0.016594367410156952,-0.17440121927945618,1.375,1.0,1.0,1.0,3
ovarian,trametinib,Trametinib,ovarian,6,success,1.0,25.999999999999996,,-0.004536073806143251,-0.004536073806143251,-0.004536073806143251,0.017787952931119094,-0.026860100543405596,1.625,1.0,1.0,1.0,3
breast,bortezomib,Bortezomib,breast,13,failure,0.0,0.0,0.0,0.02347339827891361,0.02347339827891361,0.02347339827891361,0.05595479409996286,-0.009007997542135649,1.6538461538461537,1.0,1.0,1.0,4
breast,docetaxel,Docetaxel,breast,13,success,1.0,47.8,47.8,0.0413027201813638,0.0413027201813638,0.0413027201813638,0.04638596059668679,0.03621947976604081,1.6538461538461537,1.0,1.0,1.0,4
breast,doxorubicin,Doxorubicin (hydrochloride),breast,13,success,1.0,33.3,33.3,0.027095586554911677,0.027095586554911677,0.027095586554911677,0.019357153705725046,0.0348340194040983,1.6153846153846154,1.0,1.0,1.0,4
breast,erlotinib,Erlotinib,breast,13,failure,0.0,2.9999999999999996,2.9999999999999996,0.003152342494987465,0.003152342494987465,0.003152342494987465,-0.031204371359859793,0.037509056349834716,1.5384615384615385,1.0,1.0,1.0,4
breast,gefitinib,Gefitinib,breast,13,failure,0.0,1.7,1.7,0.02536002125792277,0.02536002125792277,0.02536002125792277,0.019502770869540494,0.03121727164630504,1.6153846153846154,1.0,1.0,1.0,4
breast,gemcitabine,Gemcitabine,breast,13,success,1.0,20.2314606741573,20.2314606741573,-0.00013855884513583542,-0.00013855884513583542,-0.00013855884513583542,0.0022872001552661503,-0.002564317845537819,1.5192307692307692,1.0,1.0,1.0,4
breast,paclitaxel,Paclitaxel,breast,13,success,1.0,25.0,25.0,0.01946542983810713,0.01946542983810713,0.01946542983810713,0.0027532260366046643,0.03617763363960959,1.5384615384615385,1.0,1.0,1.0,4
breast,sunitinib,Sunitinib,breast,13,failure,0.0,10.59190031152648,10.59190031152648,0.0396726494327115,0.0396726494327115,0.0396726494327115,0.09185417227908341,-0.012508873413660403,1.6923076923076923,1.0,1.0,1.0,4
breast,temsirolimus,Temsirolimus,breast,13,failure,0.0,0.0,,0.10293827370888568,0.10293827370888568,0.10293827370888568,0.15689752078368124,0.05668749050191802,1.9615384615384615,1.0,1.0,1.0,4
crc,5_fluorouracil,5-Fluorouracil,crc,20,success,1.0,17.3,17.3,0.047116726494949114,0.047116726494949114,0.047116726494949114,0.01339686385556398,0.08083658913433424,1.75,1.0,1.0,1.0,4
crc,bortezomib,Bortezomib,crc,20,failure,0.0,0.0,0.0,-0.03936259154154233,-0.03936259154154233,-0.03936259154154233,-0.004553684315767771,-0.07417149876731685,1.4375,1.0,1.0,1.0,4
crc,cabozantinib,Cabozantinib (S-malate),,20,,,2.5,2.5,0.07491507684186664,0.07491507684186664,0.07491507684186664,0.0804436077407247,0.06938654594300855,1.85,1.0,1.0,1.0,4
crc,gefitinib,Gefitinib,crc,20,failure,0.0,1.0000000000000002,1.0000000000000002,0.08284936657570299,0.08284936657570299,0.08284936657570299,0.021963088539320927,0.14373564461208505,1.9,1.0,1.0,1.0,4
crc,irinotecan,Irinotecan,crc,20,success,1.0,7.0,7.0,-0.032943968848681324,-0.032943968848681324,-0.032943968848681324,0.02410583034169281,-0.08999376803905544,1.475,1.0,1.0,1.0,4
crc,oxaliplatin,Oxaliplatin,crc,20,failure,0.0,10.5,10.5,0.009918479712013428,0.009918479712013428,0.009918479712013428,0.007295100769189306,0.012541858654837545,1.5875,1.0,1.0,1.0,4
crc,pemetrexed,Pemetrexed,crc,20,failure,0.0,0.0,0.0,0.013359532590153388,0.013359532590153388,0.013359532590153388,0.008787812732945361,0.017931252447361413,1.6375,1.0,1.0,1.0,4
crc,raltitrexed,Raltitrexed,,20,,,11.11111111111111,11.11111111111111,0.07058957567606013,0.07058957567606013,0.07058957567606013,0.044686438327300446,0.09649271302481978,1.8,1.0,1.0,1.0,4
crc,regorafenib,Regorafenib,crc,20,success,1.0,1.0,1.0,0.01965331718023269,0.01965331718023269,0.01965331718023269,0.017277394574492604,0.022029239785972772,1.65,1.0,1.0,1.0,4
crc,sunitinib,Sunitinib,crc,20,failure,0.0,1.1904761904761905,1.1904761904761905,-0.02230649579726333,-0.02230649579726333,-0.02230649579726333,-0.012897422034898428,-0.031715569559628225,1.4625,1.0,1.0,1.0,4
nsclc,docetaxel,Docetaxel,nsclc,15,success,1.0,13.314942528735632,13.314942528735632,-0.03607963982355871,-0.03607963982355871,-0.03607963982355871,-0.02353222134059055,-0.048627058306526874,1.45,1.0,1.0,1.0,4
nsclc,epirubicin,Epirubicin,nsclc,15,failure,0.0,36.0,36.0,0.05660835376750331,0.05660835376750331,0.05660835376750331,0.057675361023058806,0.055541346511947816,1.7666666666666666,1.0,1.0,1.0,4
nsclc,erlotinib,Erlotinib,nsclc,15,success,1.0,11.009314975583289,11.009314975583289,0.1106436469889963,0.1106436469889963,0.1106436469889963,0.030650096163714453,0.19063719781427813,2.0,1.0,1.0,1.0,4
nsclc,gefitinib,Gefitinib,nsclc,15,success,1.0,39.233817701453106,39.233817701453106,0.03449838876176189,0.03449838876176189,0.03449838876176189,0.020147504486077907,0.04884927303744584,1.6333333333333333,1.0,1.0,1.0,4
nsclc,gemcitabine,Gemcitabine,nsclc,15,success,1.0,0.0,0.0,-0.011579857433875358,-0.011579857433875358,-0.011579857433875358,0.014618475384129241,-0.03777819025187996,1.55,1.0,1.0,1.0,4
nsclc,idarubicin,Idarubicin,nsclc,15,failure,0.0,0.0,0.0,0.03962146761945209,0.03962146761945209,0.03962146761945209,0.014308074299288568,0.06493486093961559,1.6333333333333333,1.0,1.0,1.0,4
nsclc,irinotecan,Irinotecan,nsclc,15,success,1.0,21.428571428571427,21.428571428571427,-0.03578222564745815,-0.03578222564745815,-0.03578222564745815,0.01356347518851683,-0.0851279264834331,1.4333333333333333,1.0,1.0,1.0,4
nsclc,lapatinib,Lapatinib,nsclc,15,failure,0.0,1.3,1.3,0.061028921509788746,0.061028921509788746,0.061028921509788746,-0.028892924259318362,0.15095076727889584,1.8833333333333333,1.0,1.0,1.0,4
nsclc,mitoxantrone,Mitoxantrone,nsclc,15,failure,0.0,0.0,0.0,-0.046648858032627125,-0.046648858032627125,-0.046648858032627125,-0.011713537186424823,-0.09655645924148755,1.4166666666666667,1.0,1.0,1.0,4
nsclc,paclitaxel,Paclitaxel,nsclc,15,success,1.0,34.2,34.2,0.08732287749850105,0.08732287749850105,0.08732287749850105,0.03350572815715016,0.14114002683985188,1.9666666666666666,1.0,1.0,1.0,4
nsclc,pemetrexed,Pemetrexed,nsclc,15,success,1.0,10.256410256410255,10.256410256410255,0.059763483637971314,0.059763483637971314,0.059763483637971314,0.04726814384340431,0.07225882343253828,1.7666666666666666,1.0,1.0,1.0,4
nsclc,topotecan,Topotecan,nsclc,15,failure,0.0,5.0,5.0,0.01871627231416571,0.01871627231416571,0.01871627231416571,0.04355878613748073,-0.006126241509149322,1.6,1.0,1.0,1.0,4
nsclc,vandetanib,Vandetanib,nsclc,15,failure,0.0,9.054726368159203,9.054726368159203,-0.19125968996568318,-0.19125968996568318,-0.19125968996568318,0.04097415774286726,-0.42349353767423353,1.1333333333333333,1.0,1.0,1.0,4
nsclc,volasertib,Volasertib,nsclc,15,failure,0.0,8.1,8.1,0.14404538133088646,0.14404538133088646,0.14404538133088646,0.08041043036259952,0.20768033229917332,2.033333333333333,1.0,1.0,1.0,4
ovarian,altretamine,Altretamine,,6,,,45.6140350877193,45.6140350877193,0.16283852225934456,0.16283852225934456,0.16283852225934456,0.035499945279404144,0.34475077508783086,2.0833333333333335,1.0,1.0,1.0,4
ovarian,binimetinib,Binimetinib,ovarian,6,failure,0.0,16.0,,0.0567471482110831,0.0567471482110831,0.0567471482110831,0.039119330257429925,0.07437496616473627,1.6666666666666667,1.0,1.0,1.0,4
ovarian,bortezomib,Bortezomib,ovarian,6,failure,0.0,3.8461538461538463,3.8461538461538463,0.08879346815509397,0.08879346815509397,0.08879346815509397,0.0551691759722946,0.1224177603378933,1.9166666666666667,1.0,1.0,1.0,4
ovarian,docetaxel,Docetaxel,,6,,,34.78260869565217,34.78260869565217,-0.015989597994056592,-0.015989597994056592,-0.015989597994056592,0.06295402725065104,-0.09493322323876423,1.5,1.0,1.0,1.0,4
ovarian,gemcitabine,Gemcitabine,ovarian,6,success,1.0,11.11111111111111,11.11111111111111,0.004101369957503112,0.004101369957503112,0.004101369957503112,0.043884196509867336,-0.03568145659486111,1.5833333333333333,1.0,1.0,1.0,4
ovarian,olaparib,olaparib,ovarian,6,success,1.0,69.3,,0.019016330854998695,0.019016330854998695,0.019016330854998695,-0.021174376400321996,0.059207038110319375,1.625,1.0,1.0,1.0,4
ovarian,paclitaxel,Paclitaxel,,6,,,30.0,30.0,0.08810395174989556,0.08810395174989556,0.08810395174989556,0.054917143502878546,0.12129075999691258,2.0,1.0,1.0,1.0,4
ovarian,pemetrexed,Pemetrexed,ovarian,6,success,1.0,20.833333333333332,20.833333333333332,-0.07936025554086927,-0.07936025554086927,-0.07936025554086927,-0.032808099700899,-0.1259124113808395,1.3333333333333333,1.0,1.0,1.0,4
ovarian,rucaparib,Rucaparib (phosphate),ovarian,6,success,1.0,59.3,,-0.012070064587270961,-0.012070064587270961,-0.012070064587270961,0.006356281900303385,-0.030496411074845308,1.5,1.0,1.0,1.0,4
ovarian,temsirolimus,Temsirolimus,ovarian,6,failure,0.0,9.25925925925926,9.25925925925926,0.36185907874050427,0.36185907874050427,0.36185907874050427,0.05849651557826683,0.6218841328795649,2.625,1.0,1.0,1.0,4
ovarian,topotecan,Topotecan (hydrochloride),,6,,,26.666666666666668,26.666666666666668,-0.05218298226234069,-0.05218298226234069,-0.05218298226234069,-0.0006746037998971721,-0.10369136072478419,1.3333333333333333,1.0,1.0,1.0,4
ovarian,trametinib,Trametinib,ovarian,6,success,1.0,25.999999999999996,,-0.010569599518815975,-0.010569599518815975,-0.010569599518815975,0.018051769869911277,-0.03919096890754323,1.5,1.0,1.0,1.0,4
